trial,start_time,rt,correct,hint,fact_id,question,answer,easy_or_hard,alpha,cond,block
8,649076.0,995.0,False,False,30,vasikanliha,veal,hard,0.3,Hint,2
9,653378.0,1027.0,True,False,33,vuorovesi,tide,hard,0.3,Hint,2
10,656368.0,862.0,True,False,2,pää,head,easy,0.3,Hint,2
11,659196.0,1447.0,True,False,33,vuorovesi,tide,hard,0.3,Hint,2
12,662570.0,756.0,True,False,2,pää,head,easy,0.3,Hint,2
13,665254.0,875.0,True,False,22,lyhyt,short,easy,0.3,Hint,2
14,668405.0,1035.0,True,False,41,onnellinen,happy,hard,0.20078124999999997,Hint,2
15,671772.0,911.0,True,False,22,lyhyt,short,easy,0.3,Hint,2
16,674747.0,843.0,True,False,9,lumi,snow,easy,0.20078124999999997,Hint,2
17,677577.0,792.0,True,False,14,kova,hard,easy,0.3,Hint,2
18,680325.0,837.0,True,False,4,vuosi,year,easy,0.3,Hint,2
19,683191.0,602.0,True,False,14,kova,hard,easy,0.3,Hint,2
20,685770.0,729.0,True,False,4,vuosi,year,easy,0.3,Hint,2
21,689811.0,1202.0,True,False,12,vaimo,wife,easy,0.3,Hint,2
22,693607.0,inf,False,False,27,naudanliha,beef,hard,0.39921875,Hint,2
23,697818.0,2488.0,True,True,27,naudanliha,beef,hard,0.4328125,Hint,2
24,705402.0,2817.0,True,False,12,vaimo,wife,easy,0.3,Hint,2
25,710575.0,2840.0,False,False,30,vasikanliha,veal,hard,0.39921875,Hint,2
26,713629.0,1341.0,True,True,30,vasikanliha,veal,hard,0.41250000000000003,Hint,2
27,717238.0,4844.0,False,False,33,vuorovesi,tide,hard,0.39921875,Hint,2
28,722279.0,1235.0,True,True,33,vuorovesi,tide,hard,0.3984375,Hint,2
29,725679.0,815.0,True,False,2,pää,head,easy,0.20078124999999997,Hint,2
30,728364.0,1044.0,True,False,27,naudanliha,beef,hard,0.43203125,Hint,2
31,731509.0,inf,False,False,22,lyhyt,short,easy,0.39921875,Hint,2
32,738678.0,1039.0,True,True,22,lyhyt,short,easy,0.3984375,Hint,2
33,741792.0,1068.0,True,False,14,kova,hard,easy,0.20078124999999997,Hint,2
34,744806.0,7672.0,False,False,4,vuosi,year,easy,0.39921875,Hint,2
35,752792.0,1048.0,True,True,4,vuosi,year,easy,0.3984375,Hint,2
36,755822.0,5216.0,True,False,30,vasikanliha,veal,hard,0.46171875,Hint,2
37,765602.0,906.0,True,False,12,vaimo,wife,easy,0.20078124999999997,Hint,2
38,770082.0,3723.0,True,False,33,vuorovesi,tide,hard,0.41171875,Hint,2
39,775748.0,1027.0,True,False,27,naudanliha,beef,hard,0.3328125,Hint,2
40,778762.0,1795.0,True,False,30,vasikanliha,veal,hard,0.41250000000000003,Hint,2
41,782860.0,1148.0,True,False,22,lyhyt,short,easy,0.29921875000000003,Hint,2
